Authors,DOI,ISBN,ISSN,Journal,PMCID,PMID,Publication Category,Publication Year,Short Citation,Title
Gibbs RA; Weinstock GM; Metzker ML; Muzny DM; Sodergren EJ; Scherer S; Scott G; Steffen D; Worley KC; Burch PE; Okwuonu G; Hines S; Lewis L; DeRamo C; Delgado O; Dugan-Rocha S; Miner G; Morgan M; Hawes A; Gill R; Celera; Holt RA; Adams MD; Amanatides PG; Baden-Tillson H; Barnstead M; Chin S; Evans CA; Ferriera S; Fosler C; Glodek A; Gu Z; Jennings D; Kraft CL; Nguyen T; Pfannkoch CM; Sitter C; Sutton GG; Venter JC; Woodage T; Smith D; Lee HM; Gustafson E; Cahill P; Kana A; Doucette-Stamm L; Weinstock K; Fechtel K; Weiss RB; Dunn DM; Green ED; Blakesley RW; Bouffard GG; De Jong PJ; Osoegawa K; Zhu B; Marra M; Schein J; Bosdet I; Fjell C; Jones S; Krzywinski M; Mathewson C; Siddiqui A; Wye N; McPherson J; Zhao S; Fraser CM; Shetty J; Shatsman S; Geer K; Chen Y; Abramzon S; Nierman WC; Havlak PH; Chen R; Durbin KJ; Egan A; Ren Y; Song XZ; Li B; Liu Y; Qin X; Cawley S; Worley KC; Cooney AJ; D'Souza LM; Martin K; Wu JQ; Gonzalez-Garay ML; Jackson AR; Kalafus KJ; McLeod MP; Milosavljevic A; Virk D; Volkov A; Wheeler DA; Zhang Z; Bailey JA; Eichler EE; Tuzun E; Birney E; Mongin E; Ureta-Vidal A; Woodwark C; Zdobnov E; Bork P; Suyama M; Torrents D; Alexandersson M; Trask BJ; Young JM; Huang H; Wang H; Xing H; Daniels S; Gietzen D; Schmidt J; Stevens K; Vitt U; Wingrove J; Camara F; Mar Alba M; Abril JF; Guigo R; Smit A; Dubchak I; Rubin EM; Couronne O; Poliakov A; Hubner N; Ganten D; Goesele C; Hummel O; Kreitler T; Lee YA; Monti J; Schulz H; Zimdahl H; Himmelbauer H; Lehrach H; Jacob HJ; Bromberg S; Gullings-Handley J; Jensen-Seaman MI; Kwitek AE; Lazar J; Pasko D; Tonellato PJ; Twigger S; Ponting CP; Duarte JM; Rice S; Goodstadt L; Beatson SA; Emes RD; Winter EE; Webber C; Brandt P; Nyakatura G; Adetobi M; Chiaromonte F; Elnitski L; Eswara P; Hardison RC; Hou M; Kolbe D; Makova K; Miller W; Nekrutenko A; Riemer C; Schwartz S; Taylor J; Yang S; Zhang Y; Lindpaintner K; Andrews TD; Caccamo M; Clamp M; Clarke L; Curwen V; Durbin R; Eyras E; Searle SM; Cooper GM; Batzoglou S; Brudno M; Sidow A; Stone EA; Venter JC; Payseur BA; Bourque G; Lopez-Otin C; Puente XS; Chakrabarti K; Chatterji S; Dewey C; Pachter L; Bray N; Yap VB; Caspi A; Tesler G; Pevzner PA; Haussler D; Roskin KM; Baertsch R; Clawson H; Furey TS; Hinrichs AS; Karolchik D; Kent WJ; Rosenbloom KR; Trumbower H; Weirauch M; Cooper DN; Stenson PD; Ma B; Brent M; Arumugam M; Shteynberg D; Copley RR; Taylor MS; Riethman H; Mudunuri U; Peterson J; Guyer M; Felsenfeld A; Old S; Mockrin S; Collins F;,,,,Nature,,15057822,Journal Article,2004.0,Nature. 2004 Apr 1;428(6982):493-521.,Genome sequence of the Brown Norway rat yields insights into mammalian evolution.
Krzywinski M; Wallis J; Gosele C; Bosdet I; Chiu R; Graves T; Hummel O; Layman D; Mathewson C; Wye N; Zhu B; Albracht D; Asano J; Barber S; Brown-John M; Chan S; Chand S; Cloutier A; Davito J; Fjell C; Gaige T; Ganten D; Girn N; Guggenheimer K; Himmelbauer H; Kreitler T; Leach S; Lee D; Lehrach H; Mayo M; Mead K; Olson T; Pandoh P; Prabhu AL; Shin H; Tanzer S; Thompson J; Tsai M; Walker J; Yang G; Sekhon M; Hillier L; Zimdahl H; Marziali A; Osoegawa K; Zhao S; Siddiqui A; de Jong PJ; Warren W; Mardis E; McPherson JD; Wilson R; Hubner N; Jones S; Marra M; Schein J;,10.1101/gr.2336604,,1088-9051,Genome Research,PMC383324,15060021,Journal Article,2004.0,Genome Res. 2004 Apr;14(4):766-79.,Integrated and sequence-ordered BAC- and YAC-based physical maps for the rat genome.
Woram RA; McGowan C; Stout JA; Gharbi K; Ferguson MM; Hoyheim B; Davidson EA; Davidson WS; Rexroad C; Danzmann RG;,,,,Genome / National Research Council of Canada,,15060583,Journal Article,2004.0,Genome. 2004 Apr;47(2):304-15.,A genetic linkage map for Arctic char (Salvelinus alpinus): evidence for higher recombination rates and segregation distortion in hybrid versus pure strain mapping parents.
Cherkasov A; Jones SJ;,10.1186/1471-2105-5-37,,,BMC Bioinformatics,PMC419331,15061866,Journal Article,2004.0,BMC Bioinformatics. 2004 Apr 3;5:37.,Structural characterization of genomes by large scale sequence-structure threading.
"Shah SP, He DY, Sawkins JN, Druce JC, Quon G, Lett D, Zheng GX, Xu T, Ouellette BF.",10.1186/1471-2105-5-40,,,BMC Bioinformatics,PMC406494,15096276,Journal Article,2004.0,BMC Bioinformatics. 2004 Apr 19;5:40.,Pegasys: software for executing and integrating analyses of biological sequences.
"Gurevich RM, Aplan PD, Humphries RK.",,,,Blood,,15100157,Journal Article,2004.0,Blood. 2004 Aug 15;104(4):1127-36,NUP98-topoisomerase I acute myeloid leukemia-associated fusion gene has potent leukemogenic activities independent of an engineered catalytic site mutation.
Anderson NL; Haines LR; Pearson TW;,,,,Journal of Proteome Research,,15113098,Journal Article,2004.0,J Proteome Res. 2004 Mar-Apr;3(2):228-34.,An effective and rapid method for functional characterization of immunoadsorbents using POROS beads and flow cytometry.
Anderson NL; Anderson NG; Haines LR; Hardie DB; Olafson RW; Pearson TW;,,,,Journal of Proteome Research,,15113099,Journal Article,2004.0,J Proteome Res. 2004 Mar-Apr;3(2):235-44.,Mass spectrometric quantitation of peptides and proteins using Stable Isotope Standards and Capture by Anti-Peptide Antibodies (SISCAPA).
Tam EM; Morrison CJ; Wu YI; Stack MS; Overall CM;,10.1073/pnas.0305862101,,0027-8424,Proceedings of The National Academy of Sciences of The United States of America,PMC406442,15118097,Journal Article,2004.0,Proc Natl Acad Sci U S A. 2004 May 4;101(18):6917-22. Epub 2004 Apr 26.,Membrane protease proteomics: Isotope-coded affinity tag MS identification of undescribed MT1-matrix metalloproteinase substrates.
Montgomery SB; Astakhova T; Bilenky M; Birney E; Fu T; Hassel M; Melsopp C; Rak M; Robertson AG; Sleumer M; Siddiqui AS; Jones SJ;,10.1101/gr.1890304,,1088-9051,Genome Research,PMC479126,15123592,Journal Article,2004.0,Genome Res. 2004 May;14(5):956-62.,Sockeye: a 3D environment for comparative genomics.
MacAulay C; Lonergan K; Chi B; Zuyderduyn S; Shein J; Tsao M; LeRiche J; Jones S; Marra M; Lam S; Lam WL;,,,,Chest,,15136435,Journal Article,2004.0,Chest. 2004 May;125(5 Suppl):97S.,Serial analysis of gene expression profiles of developmental stages in non-small cell lung carcinoma.
Garnis C; Coe B; Henderson LJ; Ishkanian A; Watson S; Marra M; Minna J; Lam S; MacAulay C; Lam W;,,,,Chest,,15136441,Journal Article,2004.0,Chest. 2004 May;125(5 Suppl):104S-5S.,Construction and optimization of chromosome arm-specific comparative genomic hybridization arrays for identifying genetic alterations in preinvasive lung cancers.
Garnis C; MacAulay C; Lam S; Lam W;,,,,Lung Cancer,,15140556,Journal Article,2004.0,Lung Cancer. 2004 Jun;44(3):403-4.,Genetic alteration on 8q distinct from MYC in bronchial carcinoma in situ lesions.
Cherkasov A; Jones SJ;,10.1186/1471-2105-5-61,,,BMC Bioinformatics,PMC434491,15147578,Journal Article,2004.0,BMC Bioinformatics. 2004 May 17;5:61.,An approach to large scale identification of non-obvious structural similarities between proteins.
Finlay BB; Hancock RE;,,,,Nature Reviews Microbiology,,15152205,Journal Article,2004.0,Nat Rev Microbiol. 2004 Jun;2(6):497-504.,Can innate immunity be enhanced to treat microbial infections?
Kolosova N; Miller B; Ralph S; Ellis BE; Douglas C; Ritland K; Bohlmann J;,,,,Biotechniques,,15152602,Journal Article,2004.0,Biotechniques. 2004 May;36(5):821-4.,Isolation of high-quality RNA from gymnosperm and angiosperm trees.
Ding H; Schertzer M; Wu X; Gertsenstein M; Selig S; Kammori M; Pourvali R; Poon S; Vulto I; Chavez E; Tam PP; Nagy A; Lansdorp PM;,,,,Cell,,15210109,Journal Article,2004.0,Cell. 2004 Jun 25;117(7):873-86.,Regulation of murine telomere length by Rtel: an essential gene encoding a helicase-like protein.
Hokamp K; Roche FM; Acab M; Rousseau ME; Kuo B; Goode D; Aeschliman D; Bryan J; Babiuk LA; Hancock RE; Brinkman FS;,10.1093/nar/gkh446,,0305-1048,Nucleic Acids Research,PMC441584,15215429,Journal Article,2004.0,Nucleic Acids Res. 2004 Jul 1;32(Web Server issue):W457-9.,ArrayPipe: a flexible processing pipeline for microarray data.
Roche FM; Hokamp K; Acab M; Babiuk LA; Hancock RE; Brinkman FS;,10.1093/nar/gkh452,,0305-1048,Nucleic Acids Research,PMC441590,15215432,Journal Article,2004.0,Nucleic Acids Res. 2004 Jul 1;32(Web Server issue):W471-4.,ProbeLynx: a tool for updating the association of microarray probes to genes.
Beslu N; Krosl J; Laurin M; Mayotte N; Humphries KR; Sauvageau G;,,,,Blood,,15226173,Journal Article,2004.0,Blood. 2004 Oct 15;104(8):2307-14. Epub 2004 Jun 29.,Molecular interactions involved in HOXB4-induced activation of HSC self-renewal.
de Leeuw RJ; Davies JJ; Rosenwald A; Bebb G; Gascoyne RD; Dyer MJ; Staudt LM; Martinez-Climent JA; Lam WL;,,,,Human Molecular Genetics,,15229187,Journal Article,2004.0,Hum Mol Genet. 2004 Sep 1;13(17):1827-37. Epub 2004 Jun 30.,Comprehensive whole genome array CGH profiling of mantle cell lymphoma model genomes.
Blacque OE; Reardon MJ; Li C; McCarthy J; Mahjoub MR; Ansley SJ; Badano JL; Mah AK; Beales PL; Davidson WS; Johnsen RC; Audeh M; Plasterk RH; Baillie DL; Katsanis N; Quarmby LM; Wicks SR; Leroux MR,10.1101/gad.1194004,,0890-9369,,PMC443524,15231740,Journal Article,2004.0,Genes Dev. 2004 Jul 1;18(13):1630-42.  10.1101/gad.1194004.,Loss of C. elegans BBS-7 and BBS-8 protein function results in cilia defects and compromised intraflagellar transport.
Brooks-Wilson AR; Kaurah P; Suriano G; Leach S; Senz J; Grehan N; Butterfield YS; Jeyes J; Schinas J; Bacani J; Kelsey M; Ferreira P; MacGillivray B; MacLeod P; Micek M; Ford J; Foulkes W; Australie K; Greenberg C; LaPointe M; Gilpin C; Nikkel S; Gilchrist D; Hughes R; Jackson CE; Monaghan KG; Oliveira MJ; Seruca R; Gallinger S; Caldas C; Huntsman D;,10.1136/jmg.2004.018275,,0022-2593,Journal of Medical Genetics,PMC1735838,15235021,Journal Article,2004.0,J Med Genet. 2004 Jul;41(7):508-17.,Germline E-cadherin mutations in hereditary diffuse gastric cancer: assessment of 42 new families and review of genetic screening criteria.
Krzywinski M; Bosdet I; Smailus D; Chiu R; Mathewson C; Wye N; Barber S; Brown-John M; Chan S; Chand S; Cloutier A; Girn N; Lee D; Masson A; Mayo M; Olson T; Pandoh P; Prabhu AL; Schoenmakers E; Tsai M; Albertson D; Lam W; Choy CO; Osoegawa K; Zhao S; de Jong PJ; Schein J; Jones S; Marra MA;,10.1093/nar/gkh700,,0305-1048,Nucleic Acids Research,PMC484185,15247347,Journal Article,2004.0,Nucleic Acids Res. 2004 Jul 9;32(12):3651-60. Print 2004.,A set of BAC clones spanning the human genome.
"Chuong SD, Good AG, Taylor GJ, Freeman MC, Moorhead GB, Muench DG",,,,Molecular & Cellular Proteomics,,15249590,Journal Article,2004.0,Mol Cell Proteomics. 2004 Oct;3(10):10.  10.1074/mcp.M400053-MCP200,"Large-scale identification of tubulin-binding proteins provides insight on subcellular trafficking, metabolic channeling, and signaling in plant cells."
Cherkasov A; Ho Sui SJ; Brunham RC; Jones SJ;,10.1186/1471-2105-5-101,,,BMC Bioinformatics,PMC499543,15274750,Journal Article,2004.0,BMC Bioinformatics. 2004 Jul 26;5:101.,Structural characterization of genomes by large scale sequence-structure threading: application of reliability analysis in structural genomics.
McKay SJ; Trautner J; Smith MJ; Koop BF; Devlin RH;,,,,Genome / National Research Council of Canada,,15284876,Journal Article,2004.0,Genome. 2004 Aug;47(4):714-23.,Evolution of duplicated growth hormone genes in autotetraploid salmonid fishes.
Fan Y; Esmail MA; Ansley SJ; Blacque OE; Boroevich K; Ross AJ; Moore SJ; Badano JL; May-Simera H; Compton DS; Green JS; Lewis RA; van Haelst MM; Parfrey PS; Baillie DL; Beales PL; Katsanis N; Davidson WS; Leroux MR,,,,,,15314642,Journal Article,2004.0,Nat Genet. 2004 Sep;36(9):989-93. Epub 2004 Aug 15.  10.1038/ng1414.,Mutations in a member of the Ras superfamily of small GTP-binding proteins causes Bardet-Biedl syndrome.
"Conlin VS, Curtis SB, Zhao Y, Moore ED, Smith VC, Meloche RM, Finlay BB, Buchan AM.",10.1128/IAI.72.9.5181-5192.2004,,0019-9567,Infection and Immunity,PMC517469,15322013,Journal Article,2004.0,Infect Immun. 2004 Sep;72(9):5181-92.,Helicobacter pylori infection targets adherens junction regulatory proteins and results in increased rates of migration in human gastric epithelial cells.
Cheung PK; Woolcock B; Adomat H; Sutcliffe M; Bainbridge TC; Jones EC; Webber D; Kinahan T; Sadar M; Gleave ME; Vielkind J;,,,,Cancer Research,,15342369,Journal Article,2004.0,Cancer Res. 2004 Sep 1;64(17):5929-33.,Protein profiling of microdissected prostate tissue links growth differentiation factor 15 to prostate carcinogenesis.
Zhao Z; Fang LL; Johnsen R; Baillie DL;,,,,Biochemical and Biophysical Research Communications,,15351708,Journal Article,2004.0,Biochem Biophys Res Commun. 2004 Oct 8;323(1):104-11.,ATP-binding cassette protein E is involved in gene transcription and translation in Caenorhabditis elegans.
Rungis D; Berube Y; Zhang J; Ralph S; Ritland CE; Ellis BE; Douglas C; Bohlmann J; Ritland K;,,,,Theoretical and Applied Genetics,,15351929,Journal Article,2004.0,Theor Appl Genet. 2004 Oct;109(6):1283-94.,Robust simple sequence repeat markers for spruce (Picea spp.) from expressed sequence tags.
Stingl J; Emerman JT; Eaves CJ;,,,,Methods in Molecular Biology,,15361667,Journal Article,2005.0,Methods Mol Biol. 2005;290:249-63.,Enzymatic dissociation and culture of normal human mammary tissue to detect progenitor activity.
Rise ML; Jones SR; Brown GD; von Schalburg KR; Davidson WS; Koop BF;,,,,Physiological Genomics,,15454580,Journal Article,2004.0,Physiol Genomics. 2004 Dec 15;20(1):21-35. Epub 2004 Sep 28.,Microarray analyses identify molecular biomarkers of Atlantic salmon macrophage and hematopoietic kidney response to Piscirickettsia salmonis infection.
"Minniti AN, Labarca M, Hurtado C, Brandan E",,,,Journal of Cell Sciences,,15456854,Journal Article,2004.0,J Cell Sci. 2004 Oct 1;117(Pt 21):Pt 21.  10.1242/jcs.01394,Caenorhabditis elegans syndecan (SDN-1) is required for normal egg laying and associates with the nervous system and the vulva.
Imren S; Fabry ME; Westerman KA; Pawliuk R; Tang P; Rosten PM; Nagel RL; Leboulch P; Eaves CJ; Humphries RK;,10.1172/JCI21838,,0021-9738,Journal of Clinical Investigation,PMC518665,15467834,Journal Article,2004.0,J Clin Invest. 2004 Oct;114(7):953-62.,High-level beta-globin expression and preferred intragenic integration after lentiviral transduction of human cord blood stem cells.
Baross A; Butterfield YS; Coughlin SM; Zeng T; Griffith M; Griffith OL; Petrescu AS; Smailus DE; Khattra J; McDonald HL; McKay SJ; Moksa M; Holt RA; Marra MA;,10.1101/gr.2473704,,1088-9051,Genome Research,PMC528924,15489330,Journal Article,2004.0,Genome Res. 2004 Oct;14(10B):2083-92.,Systematic recovery and analysis of full-ORF human cDNA clones.
Gerhard DS; Wagner L; Feingold EA; Shenmen CM; Grouse LH; Schuler G; Klein SL; Old S; Rasooly R; Good P; Guyer M; Peck AM; Derge JG; Lipman D; Collins FS; Jang W; Sherry S; Feolo M; Misquitta L; Lee E; Rotmistrovsky K; Greenhut SF; Schaefer CF; Buetow K; Bonner TI; Haussler D; Kent J; Kiekhaus M; Furey T; Brent M; Prange C; Schreiber K; Shapiro N; Bhat NK; Hopkins RF; Hsie F; Driscoll T; Soares MB; Casavant TL; Scheetz TE; Brown-stein MJ; Usdin TB; Toshiyuki S; Carninci P; Piao Y; Dudekula DB; Ko MS; Kawakami K; Suzuki Y; Sugano S; Gruber CE; Smith MR; Simmons B; Moore T; Waterman R; Johnson SL; Ruan Y; Wei CL; Mathavan S; Gunaratne PH; Wu J; Garcia AM; Hulyk SW; Fuh E; Yuan Y; Sneed A; Kowis C; Hodgson A; Muzny DM; McPherson J; Gibbs RA; Fahey J; Helton E; Ketteman M; Madan A; Rodrigues S; Sanchez A; Whiting M; Madari A; Young AC; Wetherby KD; Granite SJ; Kwong PN; Brinkley CP; Pearson RL; Bouffard GG; Blakesly RW; Green ED; Dickson MC; Rodriguez AC; Grimwood J; Schmutz J; Myers RM; Butterfield YS; Griffith M; Griffith OL; Krzywinski MI; Liao N; Morin R; Palmquist D; Petrescu AS; Skalska U; Smailus DE; Stott JM; Schnerch A; Schein JE; Jones SJ; Holt RA; Baross A; Marra MA; Clifton S; Makowski KA; Bosak S; Malek J;,10.1101/gr.2596504,,1088-9051,Genome Research,PMC528928,15489334,Journal Article,2004.0,Genome Res. 2004 Oct;14(10B):2121-7.,"The status, quality, and expansion of the NIH full-length cDNA project: the Mammalian Gene Collection (MGC)."
von Schalburg KR; Rise ML; Brown GD; Davidson WS; Koop BF;,,,,Biology of Reproduction,,15496514,Journal Article,2005.0,Biol Reprod. 2005 Mar;72(3):687-99. Epub 2004 Oct 20.,A comprehensive survey of the genes involved in maturation and development of the rainbow trout ovary.
Warren R; Hsiao WW; Kudo H; Myhre M; Dosanjh M; Petrescu A; Kobayashi H; Shimizu S; Miyauchi K; Masai E; Yang G; Stott JM; Schein JE; Shin H; Khattra J; Smailus D; Butterfield YS; Siddiqui A; Holt R; Marra MA; Jones SJ; Mohn WW; Brinkman FS; Fukuda M; Davies J; Eltis LD;,,,,Science,,15499007,Journal Article,2004.0,Science. 2004 Oct 22;306(5696):636-40.,The ENCODE (ENCyclopedia Of DNA Elements) Project.
Carroll AM; Haines LR; Pearson TW; Brennan C; Breen EP; Porter RK;,,,,Biochemical Society Transactions,,15506965,Journal Article,2004.0,Biochem Soc Trans. 2004 Dec;32(Pt 6):1066-7.,Immunodetection of UCP1 in rat thymocytes.
Warren R; Hsiao WW; Kudo H; Myhre M; Dosanjh M; Petrescu A; Kobayashi H; Shimizu S; Miyauchi K; Masai E; Yang G; Stott JM; Schein JE; Shin H; Khattra J; Smailus D; Butterfield YS; Siddiqui A; Holt R; Marra MA; Jones SJ; Mohn WW; Brinkman FS; Fukuda M; Davies J; Eltis LD;,10.1128/JB.186.22.7783-7795.2004,,0021-9193,Journal of Bacteriology,PMC524921,15516593,Journal Article,2004.0,J Bacteriol. 2004 Nov;186(22):7783-95.,Functional characterization of a catabolic plasmid from polychlorinated- biphenyl-degrading Rhodococcus sp. strain RHA1.
Zhao Z; Sheps JA; Ling V; Fang LL; Baillie DL;,,,,Journal of Molecular Biology,,15522294,Journal Article,2004.0,J Mol Biol. 2004 Nov 19;344(2):409-17.,Expression analysis of ABC transporters reveals differential functions of tandemly duplicated genes in Caenorhabditis elegans.
Henricson A; Sonnhammer EL; Baillie DL; Gomes AV;,10.1186/1471-2164-5-85,,,BMC Genomics,PMC533873,15533247,Journal Article,2004.0,BMC Genomics. 2004 Nov 8;5:85.,Functional characterization in Caenorhabditis elegans of transmembrane worm-human orthologs.
Bowdish DM; Davidson DJ; Lau YE; Lee K; Scott MG; Hancock RE;,,,,Journal of Leukocyte Biology,,15569695,Journal Article,2005.0,J Leukoc Biol. 2005 Apr;77(4):451-9. Epub 2004 Nov 29.,Impact of LL-37 on anti-infective immunity.
Wallis JW; Aerts J; Groenen MA; Crooijmans RP; Layman D; Graves TA; Scheer DE; Kremitzki C; Fedele MJ; Mudd NK; Cardenas M; Higginbotham J; Carter J; McGrane R; Gaige T; Mead K; Walker J; Albracht D; Davito J; Yang SP; Leong S; Chinwalla A; Sekhon M; Wylie K; Dodgson J; Romanov MN; Cheng H; de Jong PJ; Osoegawa K; Nefedov M; Zhang H; McPherson JD; Krzywinski M; Schein J; Hillier L; Mardis ER; Wilson RK; Warren WC;,,,,Nature,,15592415,Journal Article,2004.0,Nature. 2004 Dec 9;432(7018):761-4.,A physical map of the chicken genome.
Rey S; Acab M; Gardy JL; Laird MR; deFays K; Lambert C; Brinkman FS;,10.1093/nar/gki027,,0305-1048,Nucleic Acids Research,PMC539981,15608169,Journal Article,2005.0,Nucleic Acids Res. 2005 Jan 1;33(Database issue):D164-8.,PSORTdb: a protein subcellular localization database for bacteria.
Winsor GL; Lo R; Ho Sui SJ; Ung KS; Huang S; Cheng D; Ching WK; Hancock RE; Brinkman FS;,10.1093/nar/gki047,,0305-1048,Nucleic Acids Research,PMC540001,15608211,Journal Article,2005.0,Nucleic Acids Res. 2005 Jan 1;33(Database issue):D338-43.,"Pseudomonas aeruginosa Genome Database and PseudoCAP: facilitating community-based, continually updated, genome annotation."
Coe BP; Henderson LJ; Garnis C; Tsao MS; Gazdar AF; Minna J; Lam S; Macaulay C; Lam WL;,,,,Genes Chromosomes & Cancer,,15611929,Journal Article,2005.0,Genes Chromosomes Cancer. 2005 Mar;42(3):308-13.,High-resolution chromosome arm 5p array CGH analysis of small cell lung carcinoma cell lines.
Garnis C; Campbell J; Davies JJ; Macaulay C; Lam S; Lam WL;,,,,Human Molecular Genetics,,15615770,Journal Article,2005.0,Hum Mol Genet. 2005 Feb 15;14(4):475-82. Epub 2004 Dec 22.,Involvement of multiple developmental genes on chromosome 1p in lung tumorigenesis.
