,Publication Category,Publication Year,PMID,DOI,Authors,Title,Journal,Short Citation
73,Journal Article,2004,15057822,,Gibbs RA; Weinstock GM; Metzker ML; Muzny DM; Sodergren EJ; Scherer S; Scott G; Steffen D; Worley KC; Burch PE; Okwuonu G; Hines S; Lewis L; DeRamo C; Delgado O; Dugan-Rocha S; Miner G; Morgan M; Hawes A; Gill R; Celera; Holt RA; Adams MD; Amanatides PG; Baden-Tillson H; Barnstead M; Chin S; Evans CA; Ferriera S; Fosler C; Glodek A; Gu Z; Jennings D; Kraft CL; Nguyen T; Pfannkoch CM; Sitter C; Sutton GG; Venter JC; Woodage T; Smith D; Lee HM; Gustafson E; Cahill P; Kana A; Doucette-Stamm L; Weinstock K; Fechtel K; Weiss RB; Dunn DM; Green ED; Blakesley RW; Bouffard GG; De Jong PJ; Osoegawa K; Zhu B; Marra M; Schein J; Bosdet I; Fjell C; Jones S; Krzywinski M; Mathewson C; Siddiqui A; Wye N; McPherson J; Zhao S; Fraser CM; Shetty J; Shatsman S; Geer K; Chen Y; Abramzon S; Nierman WC; Havlak PH; Chen R; Durbin KJ; Egan A; Ren Y; Song XZ; Li B; Liu Y; Qin X; Cawley S; Worley KC; Cooney AJ; D'Souza LM; Martin K; Wu JQ; Gonzalez-Garay ML; Jackson AR; Kalafus KJ; McLeod MP; Milosavljevic A; Virk D; Volkov A; Wheeler DA; Zhang Z; Bailey JA; Eichler EE; Tuzun E; Birney E; Mongin E; Ureta-Vidal A; Woodwark C; Zdobnov E; Bork P; Suyama M; Torrents D; Alexandersson M; Trask BJ; Young JM; Huang H; Wang H; Xing H; Daniels S; Gietzen D; Schmidt J; Stevens K; Vitt U; Wingrove J; Camara F; Mar Alba M; Abril JF; Guigo R; Smit A; Dubchak I; Rubin EM; Couronne O; Poliakov A; Hubner N; Ganten D; Goesele C; Hummel O; Kreitler T; Lee YA; Monti J; Schulz H; Zimdahl H; Himmelbauer H; Lehrach H; Jacob HJ; Bromberg S; Gullings-Handley J; Jensen-Seaman MI; Kwitek AE; Lazar J; Pasko D; Tonellato PJ; Twigger S; Ponting CP; Duarte JM; Rice S; Goodstadt L; Beatson SA; Emes RD; Winter EE; Webber C; Brandt P; Nyakatura G; Adetobi M; Chiaromonte F; Elnitski L; Eswara P; Hardison RC; Hou M; Kolbe D; Makova K; Miller W; Nekrutenko A; Riemer C; Schwartz S; Taylor J; Yang S; Zhang Y; Lindpaintner K; Andrews TD; Caccamo M; Clamp M; Clarke L; Curwen V; Durbin R; Eyras E; Searle SM; Cooper GM; Batzoglou S; Brudno M; Sidow A; Stone EA; Venter JC; Payseur BA; Bourque G; Lopez-Otin C; Puente XS; Chakrabarti K; Chatterji S; Dewey C; Pachter L; Bray N; Yap VB; Caspi A; Tesler G; Pevzner PA; Haussler D; Roskin KM; Baertsch R; Clawson H; Furey TS; Hinrichs AS; Karolchik D; Kent WJ; Rosenbloom KR; Trumbower H; Weirauch M; Cooper DN; Stenson PD; Ma B; Brent M; Arumugam M; Shteynberg D; Copley RR; Taylor MS; Riethman H; Mudunuri U; Peterson J; Guyer M; Felsenfeld A; Old S; Mockrin S; Collins F;,Genome sequence of the Brown Norway rat yields insights into mammalian evolution.,Nature,Nature. 2004 Apr 1;428(6982):493-521.
74,Journal Article,2004,15060021,,Krzywinski M; Wallis J; Gosele C; Bosdet I; Chiu R; Graves T; Hummel O; Layman D; Mathewson C; Wye N; Zhu B; Albracht D; Asano J; Barber S; Brown-John M; Chan S; Chand S; Cloutier A; Davito J; Fjell C; Gaige T; Ganten D; Girn N; Guggenheimer K; Himmelbauer H; Kreitler T; Leach S; Lee D; Lehrach H; Mayo M; Mead K; Olson T; Pandoh P; Prabhu AL; Shin H; Tanzer S; Thompson J; Tsai M; Walker J; Yang G; Sekhon M; Hillier L; Zimdahl H; Marziali A; Osoegawa K; Zhao S; Siddiqui A; de Jong PJ; Warren W; Mardis E; McPherson JD; Wilson R; Hubner N; Jones S; Marra M; Schein J;,Integrated and sequence-ordered BAC- and YAC-based physical maps for the rat genome.,Genome Research,Genome Res. 2004 Apr;14(4):766-79.
75,Journal Article,2004,15060583,,Woram RA; McGowan C; Stout JA; Gharbi K; Ferguson MM; Hoyheim B; Davidson EA; Davidson WS; Rexroad C; Danzmann RG;,A genetic linkage map for Arctic char (Salvelinus alpinus): evidence for higher recombination rates and segregation distortion in hybrid versus pure strain mapping parents.,Genome / National Research Council of Canada,Genome. 2004 Apr;47(2):304-15.
76,Journal Article,2004,15061866,,Cherkasov A; Jones SJ;,Structural characterization of genomes by large scale sequence-structure threading.,BMC Bioinformatics,BMC Bioinformatics. 2004 Apr 3;5:37.
77,Journal Article,2004,15096276,,"Shah SP, He DY, Sawkins JN, Druce JC, Quon G, Lett D, Zheng GX, Xu T, Ouellette BF.",Pegasys: software for executing and integrating analyses of biological sequences.,BMC Bioinformatics,BMC Bioinformatics. 2004 Apr 19;5:40.
78,Journal Article,2004,15100157,,"Gurevich RM, Aplan PD, Humphries RK.",NUP98-topoisomerase I acute myeloid leukemia-associated fusion gene has potent leukemogenic activities independent of an engineered catalytic site mutation.,Blood,Blood. 2004 Aug 15;104(4):1127-36
79,Journal Article,2004,15113098,,Anderson NL; Haines LR; Pearson TW;,An effective and rapid method for functional characterization of immunoadsorbents using POROS beads and flow cytometry.,Journal of Proteome Research,J Proteome Res. 2004 Mar-Apr;3(2):228-34.
80,Journal Article,2004,15113099,,Anderson NL; Anderson NG; Haines LR; Hardie DB; Olafson RW; Pearson TW;,Mass spectrometric quantitation of peptides and proteins using Stable Isotope Standards and Capture by Anti-Peptide Antibodies (SISCAPA).,Journal of Proteome Research,J Proteome Res. 2004 Mar-Apr;3(2):235-44.
81,Journal Article,2004,15118097,,Tam EM; Morrison CJ; Wu YI; Stack MS; Overall CM;,Membrane protease proteomics: Isotope-coded affinity tag MS identification of undescribed MT1-matrix metalloproteinase substrates.,Proceedings of The National Academy of Sciences of The United States of America,Proc Natl Acad Sci U S A. 2004 May 4;101(18):6917-22. Epub 2004 Apr 26.
82,Journal Article,2004,15123592,,Montgomery SB; Astakhova T; Bilenky M; Birney E; Fu T; Hassel M; Melsopp C; Rak M; Robertson AG; Sleumer M; Siddiqui AS; Jones SJ;,Sockeye: a 3D environment for comparative genomics.,Genome Research,Genome Res. 2004 May;14(5):956-62.
83,Journal Article,2004,15136435,,MacAulay C; Lonergan K; Chi B; Zuyderduyn S; Shein J; Tsao M; LeRiche J; Jones S; Marra M; Lam S; Lam WL;,Serial analysis of gene expression profiles of developmental stages in non-small cell lung carcinoma.,Chest,Chest. 2004 May;125(5 Suppl):97S.
84,Journal Article,2004,15136441,,Garnis C; Coe B; Henderson LJ; Ishkanian A; Watson S; Marra M; Minna J; Lam S; MacAulay C; Lam W;,Construction and optimization of chromosome arm-specific comparative genomic hybridization arrays for identifying genetic alterations in preinvasive lung cancers.,Chest,Chest. 2004 May;125(5 Suppl):104S-5S.
85,Journal Article,2004,15140556,,Garnis C; MacAulay C; Lam S; Lam W;,Genetic alteration on 8q distinct from MYC in bronchial carcinoma in situ lesions.,Lung Cancer,Lung Cancer. 2004 Jun;44(3):403-4.
86,Journal Article,2004,15147578,,Cherkasov A; Jones SJ;,An approach to large scale identification of non-obvious structural similarities between proteins.,BMC Bioinformatics,BMC Bioinformatics. 2004 May 17;5:61.
87,Journal Article,2004,15152205,,Finlay BB; Hancock RE;,Can innate immunity be enhanced to treat microbial infections?,Nature Reviews Microbiology,Nat Rev Microbiol. 2004 Jun;2(6):497-504.
88,Journal Article,2004,15152602,,Kolosova N; Miller B; Ralph S; Ellis BE; Douglas C; Ritland K; Bohlmann J;,Isolation of high-quality RNA from gymnosperm and angiosperm trees.,Biotechniques,Biotechniques. 2004 May;36(5):821-4.
89,Journal Article,2004,15210109,,Ding H; Schertzer M; Wu X; Gertsenstein M; Selig S; Kammori M; Pourvali R; Poon S; Vulto I; Chavez E; Tam PP; Nagy A; Lansdorp PM;,Regulation of murine telomere length by Rtel: an essential gene encoding a helicase-like protein.,Cell,Cell. 2004 Jun 25;117(7):873-86.
90,Journal Article,2004,15215429,,Hokamp K; Roche FM; Acab M; Rousseau ME; Kuo B; Goode D; Aeschliman D; Bryan J; Babiuk LA; Hancock RE; Brinkman FS;,ArrayPipe: a flexible processing pipeline for microarray data.,Nucleic Acids Research,Nucleic Acids Res. 2004 Jul 1;32(Web Server issue):W457-9.
91,Journal Article,2004,15215432,,Roche FM; Hokamp K; Acab M; Babiuk LA; Hancock RE; Brinkman FS;,ProbeLynx: a tool for updating the association of microarray probes to genes.,Nucleic Acids Research,Nucleic Acids Res. 2004 Jul 1;32(Web Server issue):W471-4.
92,Journal Article,2004,15226173,,Beslu N; Krosl J; Laurin M; Mayotte N; Humphries KR; Sauvageau G;,Molecular interactions involved in HOXB4-induced activation of HSC self-renewal.,Blood,Blood. 2004 Oct 15;104(8):2307-14. Epub 2004 Jun 29.
93,Journal Article,2004,15229187,,de Leeuw RJ; Davies JJ; Rosenwald A; Bebb G; Gascoyne RD; Dyer MJ; Staudt LM; Martinez-Climent JA; Lam WL;,Comprehensive whole genome array CGH profiling of mantle cell lymphoma model genomes.,Human Molecular Genetics,Hum Mol Genet. 2004 Sep 1;13(17):1827-37. Epub 2004 Jun 30.
94,Journal Article,2004,15231740,,Blacque OE; Reardon MJ; Li C; McCarthy J; Mahjoub MR; Ansley SJ; Badano JL; Mah AK; Beales PL; Davidson WS; Johnsen RC; Audeh M; Plasterk RH; Baillie DL; Katsanis N; Quarmby LM; Wicks SR; Leroux MR,Loss of C. elegans BBS-7 and BBS-8 protein function results in cilia defects and compromised intraflagellar transport.,,Genes Dev. 2004 Jul 1;18(13):1630-42.  10.1101/gad.1194004.
95,Journal Article,2004,15235021,,Brooks-Wilson AR; Kaurah P; Suriano G; Leach S; Senz J; Grehan N; Butterfield YS; Jeyes J; Schinas J; Bacani J; Kelsey M; Ferreira P; MacGillivray B; MacLeod P; Micek M; Ford J; Foulkes W; Australie K; Greenberg C; LaPointe M; Gilpin C; Nikkel S; Gilchrist D; Hughes R; Jackson CE; Monaghan KG; Oliveira MJ; Seruca R; Gallinger S; Caldas C; Huntsman D;,Germline E-cadherin mutations in hereditary diffuse gastric cancer: assessment of 42 new families and review of genetic screening criteria.,Journal of Medical Genetics,J Med Genet. 2004 Jul;41(7):508-17.
96,Journal Article,2004,15247347,,Krzywinski M; Bosdet I; Smailus D; Chiu R; Mathewson C; Wye N; Barber S; Brown-John M; Chan S; Chand S; Cloutier A; Girn N; Lee D; Masson A; Mayo M; Olson T; Pandoh P; Prabhu AL; Schoenmakers E; Tsai M; Albertson D; Lam W; Choy CO; Osoegawa K; Zhao S; de Jong PJ; Schein J; Jones S; Marra MA;,A set of BAC clones spanning the human genome.,Nucleic Acids Research,Nucleic Acids Res. 2004 Jul 9;32(12):3651-60. Print 2004.
97,Journal Article,2004,15249590,,"Chuong SD, Good AG, Taylor GJ, Freeman MC, Moorhead GB, Muench DG","Large-scale identification of tubulin-binding proteins provides insight on subcellular trafficking, metabolic channeling, and signaling in plant cells.",Molecular & Cellular Proteomics,Mol Cell Proteomics. 2004 Oct;3(10):10.  10.1074/mcp.M400053-MCP200
98,Journal Article,2004,15274750,,Cherkasov A; Ho Sui SJ; Brunham RC; Jones SJ;,Structural characterization of genomes by large scale sequence-structure threading: application of reliability analysis in structural genomics.,BMC Bioinformatics,BMC Bioinformatics. 2004 Jul 26;5:101.
99,Journal Article,2004,15284876,,McKay SJ; Trautner J; Smith MJ; Koop BF; Devlin RH;,Evolution of duplicated growth hormone genes in autotetraploid salmonid fishes.,Genome / National Research Council of Canada,Genome. 2004 Aug;47(4):714-23.
100,Journal Article,2004,15314642,,Fan Y; Esmail MA; Ansley SJ; Blacque OE; Boroevich K; Ross AJ; Moore SJ; Badano JL; May-Simera H; Compton DS; Green JS; Lewis RA; van Haelst MM; Parfrey PS; Baillie DL; Beales PL; Katsanis N; Davidson WS; Leroux MR,Mutations in a member of the Ras superfamily of small GTP-binding proteins causes Bardet-Biedl syndrome.,,Nat Genet. 2004 Sep;36(9):989-93. Epub 2004 Aug 15.  10.1038/ng1414.
101,Journal Article,2004,15322013,,"Conlin VS, Curtis SB, Zhao Y, Moore ED, Smith VC, Meloche RM, Finlay BB, Buchan AM.",Helicobacter pylori infection targets adherens junction regulatory proteins and results in increased rates of migration in human gastric epithelial cells.,Infection and Immunity,Infect Immun. 2004 Sep;72(9):5181-92.
102,Journal Article,2004,15342369,,Cheung PK; Woolcock B; Adomat H; Sutcliffe M; Bainbridge TC; Jones EC; Webber D; Kinahan T; Sadar M; Gleave ME; Vielkind J;,Protein profiling of microdissected prostate tissue links growth differentiation factor 15 to prostate carcinogenesis.,Cancer Research,Cancer Res. 2004 Sep 1;64(17):5929-33.
103,Journal Article,2004,15351708,,Zhao Z; Fang LL; Johnsen R; Baillie DL;,ATP-binding cassette protein E is involved in gene transcription and translation in Caenorhabditis elegans.,Biochemical and Biophysical Research Communications,Biochem Biophys Res Commun. 2004 Oct 8;323(1):104-11.
104,Journal Article,2004,15351929,,Rungis D; Berube Y; Zhang J; Ralph S; Ritland CE; Ellis BE; Douglas C; Bohlmann J; Ritland K;,Robust simple sequence repeat markers for spruce (Picea spp.) from expressed sequence tags.,Theoretical and Applied Genetics,Theor Appl Genet. 2004 Oct;109(6):1283-94.
105,Journal Article,2005,15361667,,Stingl J; Emerman JT; Eaves CJ;,Enzymatic dissociation and culture of normal human mammary tissue to detect progenitor activity.,Methods in Molecular Biology,Methods Mol Biol. 2005;290:249-63.
106,Journal Article,2004,15454580,,Rise ML; Jones SR; Brown GD; von Schalburg KR; Davidson WS; Koop BF;,Microarray analyses identify molecular biomarkers of Atlantic salmon macrophage and hematopoietic kidney response to Piscirickettsia salmonis infection.,Physiological Genomics,Physiol Genomics. 2004 Dec 15;20(1):21-35. Epub 2004 Sep 28.
107,Journal Article,2004,15456854,,"Minniti AN, Labarca M, Hurtado C, Brandan E",Caenorhabditis elegans syndecan (SDN-1) is required for normal egg laying and associates with the nervous system and the vulva.,Journal of Cell Sciences,J Cell Sci. 2004 Oct 1;117(Pt 21):Pt 21.  10.1242/jcs.01394
108,Journal Article,2004,15467834,,Imren S; Fabry ME; Westerman KA; Pawliuk R; Tang P; Rosten PM; Nagel RL; Leboulch P; Eaves CJ; Humphries RK;,High-level beta-globin expression and preferred intragenic integration after lentiviral transduction of human cord blood stem cells.,Journal of Clinical Investigation,J Clin Invest. 2004 Oct;114(7):953-62.
109,Journal Article,2004,15489330,,Baross A; Butterfield YS; Coughlin SM; Zeng T; Griffith M; Griffith OL; Petrescu AS; Smailus DE; Khattra J; McDonald HL; McKay SJ; Moksa M; Holt RA; Marra MA;,Systematic recovery and analysis of full-ORF human cDNA clones.,Genome Research,Genome Res. 2004 Oct;14(10B):2083-92.
110,Journal Article,2004,15489334,,Gerhard DS; Wagner L; Feingold EA; Shenmen CM; Grouse LH; Schuler G; Klein SL; Old S; Rasooly R; Good P; Guyer M; Peck AM; Derge JG; Lipman D; Collins FS; Jang W; Sherry S; Feolo M; Misquitta L; Lee E; Rotmistrovsky K; Greenhut SF; Schaefer CF; Buetow K; Bonner TI; Haussler D; Kent J; Kiekhaus M; Furey T; Brent M; Prange C; Schreiber K; Shapiro N; Bhat NK; Hopkins RF; Hsie F; Driscoll T; Soares MB; Casavant TL; Scheetz TE; Brown-stein MJ; Usdin TB; Toshiyuki S; Carninci P; Piao Y; Dudekula DB; Ko MS; Kawakami K; Suzuki Y; Sugano S; Gruber CE; Smith MR; Simmons B; Moore T; Waterman R; Johnson SL; Ruan Y; Wei CL; Mathavan S; Gunaratne PH; Wu J; Garcia AM; Hulyk SW; Fuh E; Yuan Y; Sneed A; Kowis C; Hodgson A; Muzny DM; McPherson J; Gibbs RA; Fahey J; Helton E; Ketteman M; Madan A; Rodrigues S; Sanchez A; Whiting M; Madari A; Young AC; Wetherby KD; Granite SJ; Kwong PN; Brinkley CP; Pearson RL; Bouffard GG; Blakesly RW; Green ED; Dickson MC; Rodriguez AC; Grimwood J; Schmutz J; Myers RM; Butterfield YS; Griffith M; Griffith OL; Krzywinski MI; Liao N; Morin R; Palmquist D; Petrescu AS; Skalska U; Smailus DE; Stott JM; Schnerch A; Schein JE; Jones SJ; Holt RA; Baross A; Marra MA; Clifton S; Makowski KA; Bosak S; Malek J;,"The status, quality, and expansion of the NIH full-length cDNA project: the Mammalian Gene Collection (MGC).",Genome Research,Genome Res. 2004 Oct;14(10B):2121-7.
111,Journal Article,2005,15496514,,von Schalburg KR; Rise ML; Brown GD; Davidson WS; Koop BF;,A comprehensive survey of the genes involved in maturation and development of the rainbow trout ovary.,Biology of Reproduction,Biol Reprod. 2005 Mar;72(3):687-99. Epub 2004 Oct 20.
112,Journal Article,2004,15499007,,Warren R; Hsiao WW; Kudo H; Myhre M; Dosanjh M; Petrescu A; Kobayashi H; Shimizu S; Miyauchi K; Masai E; Yang G; Stott JM; Schein JE; Shin H; Khattra J; Smailus D; Butterfield YS; Siddiqui A; Holt R; Marra MA; Jones SJ; Mohn WW; Brinkman FS; Fukuda M; Davies J; Eltis LD;,The ENCODE (ENCyclopedia Of DNA Elements) Project.,Science,Science. 2004 Oct 22;306(5696):636-40.
113,Journal Article,2004,15506965,,Carroll AM; Haines LR; Pearson TW; Brennan C; Breen EP; Porter RK;,Immunodetection of UCP1 in rat thymocytes.,Biochemical Society Transactions,Biochem Soc Trans. 2004 Dec;32(Pt 6):1066-7.
114,Journal Article,2004,15516593,,Warren R; Hsiao WW; Kudo H; Myhre M; Dosanjh M; Petrescu A; Kobayashi H; Shimizu S; Miyauchi K; Masai E; Yang G; Stott JM; Schein JE; Shin H; Khattra J; Smailus D; Butterfield YS; Siddiqui A; Holt R; Marra MA; Jones SJ; Mohn WW; Brinkman FS; Fukuda M; Davies J; Eltis LD;,Functional characterization of a catabolic plasmid from polychlorinated- biphenyl-degrading Rhodococcus sp. strain RHA1.,Journal of Bacteriology,J Bacteriol. 2004 Nov;186(22):7783-95.
115,Journal Article,2004,15522294,,Zhao Z; Sheps JA; Ling V; Fang LL; Baillie DL;,Expression analysis of ABC transporters reveals differential functions of tandemly duplicated genes in Caenorhabditis elegans.,Journal of Molecular Biology,J Mol Biol. 2004 Nov 19;344(2):409-17.
116,Journal Article,2004,15533247,,Henricson A; Sonnhammer EL; Baillie DL; Gomes AV;,Functional characterization in Caenorhabditis elegans of transmembrane worm-human orthologs.,BMC Genomics,BMC Genomics. 2004 Nov 8;5:85.
117,Journal Article,2005,15569695,,Bowdish DM; Davidson DJ; Lau YE; Lee K; Scott MG; Hancock RE;,Impact of LL-37 on anti-infective immunity.,Journal of Leukocyte Biology,J Leukoc Biol. 2005 Apr;77(4):451-9. Epub 2004 Nov 29.
118,Journal Article,2004,15592415,,Wallis JW; Aerts J; Groenen MA; Crooijmans RP; Layman D; Graves TA; Scheer DE; Kremitzki C; Fedele MJ; Mudd NK; Cardenas M; Higginbotham J; Carter J; McGrane R; Gaige T; Mead K; Walker J; Albracht D; Davito J; Yang SP; Leong S; Chinwalla A; Sekhon M; Wylie K; Dodgson J; Romanov MN; Cheng H; de Jong PJ; Osoegawa K; Nefedov M; Zhang H; McPherson JD; Krzywinski M; Schein J; Hillier L; Mardis ER; Wilson RK; Warren WC;,A physical map of the chicken genome.,Nature,Nature. 2004 Dec 9;432(7018):761-4.
119,Journal Article,2005,15608169,,Rey S; Acab M; Gardy JL; Laird MR; deFays K; Lambert C; Brinkman FS;,PSORTdb: a protein subcellular localization database for bacteria.,Nucleic Acids Research,Nucleic Acids Res. 2005 Jan 1;33(Database issue):D164-8.
120,Journal Article,2005,15608211,,Winsor GL; Lo R; Ho Sui SJ; Ung KS; Huang S; Cheng D; Ching WK; Hancock RE; Brinkman FS;,"Pseudomonas aeruginosa Genome Database and PseudoCAP: facilitating community-based, continually updated, genome annotation.",Nucleic Acids Research,Nucleic Acids Res. 2005 Jan 1;33(Database issue):D338-43.
121,Journal Article,2005,15611929,,Coe BP; Henderson LJ; Garnis C; Tsao MS; Gazdar AF; Minna J; Lam S; Macaulay C; Lam WL;,High-resolution chromosome arm 5p array CGH analysis of small cell lung carcinoma cell lines.,Genes Chromosomes & Cancer,Genes Chromosomes Cancer. 2005 Mar;42(3):308-13.
122,Journal Article,2005,15615770,,Garnis C; Campbell J; Davies JJ; Macaulay C; Lam S; Lam WL;,Involvement of multiple developmental genes on chromosome 1p in lung tumorigenesis.,Human Molecular Genetics,Hum Mol Genet. 2005 Feb 15;14(4):475-82. Epub 2004 Dec 22.
123,Journal Article,2005,15618198,,Lau YE; Rozek A; Scott MG; Goosney DL; Davidson DJ; Hancock RE;,Interaction and cellular localization of the human host defense peptide LL-37 with lung epithelial cells.,Infection and Immunity,Infect Immun. 2005 Jan;73(1):583-91.
124,Journal Article,2005,15618405,,Chen N; Pai S; Zhao Z; Mah A; Newbury R; Johnsen RC; Altun Z; Moerman DG; Baillie DL; Stein LD;,Identification of a nematode chemosensory gene family.,Proceedings of The National Academy of Sciences of The United States of America,Proc Natl Acad Sci U S A. 2005 Jan 4;102(1):146-51. Epub 2004 Dec 23.
125,Journal Article,2005,15618433,,Miller B; Madilao LL; Ralph S; Bohlmann J;,"Insect-induced conifer defense. White pine weevil and methyl jasmonate induce traumatic resinosis, de novo formed volatile emissions, and accumulation of terpenoid synthase and putative octadecanoid pathway transcripts in Sitka spruce.",Plant Physiology,Plant Physiol. 2005 Jan;137(1):369-82. Epub 2004 Dec 23.
126,Journal Article,2005,15627954,,Lippert D; Zhuang J; Ralph S; Ellis DE; Gilbert M; Olafson R; Ritland K; Ellis B; Douglas CJ; Bohlmann J;,Proteome analysis of early somatic embryogenesis in Picea glauca.,Proteomics,Proteomics. 2005 Feb;5(2):461-73.
127,Journal Article,2005,15631628,,Yang GS; Stott JM; Smailus D; Barber SA; Balasundaram M; Marra MA; Holt RA;,High-throughput sequencing: a failure mode analysis.,BMC Genomics,BMC Genomics. 2005 Jan 4;6:2.
